              DRT4 Data File V2.0
============================================================
1) Subject Information
Subject Name:   
Subject No:   
Date of Birth:   
Subject Address:   
Operator:    
Date: 10:46:00 (7/5/2026)  
DRT4 Serial Number: #3173  
Comment:   
2) Monitor Schedule
Indefinite monitoring until stopped by user
3) Display Configuration
Total Graph Number: 1 
Active Graph Number: 1 
Sampling Rate:  10/sec 
Time Constant: off 
Time Offset: 0.05 sec 
Total Mark Number: 0 
Active Mark Number: 1 
No: 	Hour	Min	Sec	Label	Comment	Current	Heater1	Heater2
4) Trace Data
No: 	Hour 	Min 	Sec 	F1 
1	0	0	0.0	 78.2 
2	0	0	0.1	 70.3 
4216	0	7	1.5	144.4 
4217	0	7	1.6	174.9 
4218	0	7	1.7	159.7 
4219	0	7	1.8	157.7 
4220	0	7	1.9	160.0 
4221	0	7	2.0	167.1 
4222	0	7	2.1	155.1 
4223	0	7	2.2	143.1 
4224	0	7	2.3	150.9 
4225	0	7	2.4	170.6 
4226	0	7	2.5	183.3 
4227	0	7	2.6	162.9 
4228	0	7	2.7	153.4 
4229	0	7	2.8	141.8 
4230	0	7	2.9	136.5 
4231	0	7	3.0	146.0 
4232	0	7	3.1	210.0 
4233	0	7	3.2	196.8 
4234	0	7	3.3	178.2 
4235	0	7	3.4	179.7 
4236	0	7	3.5	160.5 
4237	0	7	3.6	150.5 
4238	0	7	3.7	122.3 
4239	0	7	3.8	113.3 
4240	0	7	3.9	119.1 
4241	0	7	4.0	122.6 
4242	0	7	4.1	138.1 
4243	0	7	4.2	132.7 
4244	0	7	4.3	120.2 
4245	0	7	4.4	110.8 
4246	0	7	4.5	111.1 
4247	0	7	4.6	 92.8 
4248	0	7	4.7	 97.2 
4249	0	7	4.8	138.4 
4250	0	7	4.9	130.6 
4251	0	7	5.0	109.3 
4252	0	7	5.1	101.5 
4253	0	7	5.2	 89.9 
4254	0	7	5.3	 78.5 
4255	0	7	5.4	 64.8 
4256	0	7	5.5	 61.6 
4257	0	7	5.6	 80.2 
4258	0	7	5.7	 81.0 
4259	0	7	5.8	 69.3 
4260	0	7	5.9	 79.5 
4261	0	7	6.0	 77.0 
4262	0	7	6.1	 50.7 
4263	0	7	6.2	 42.8 
4264	0	7	6.3	 45.0 
4265	0	7	6.4	 76.0 
4266	0	7	6.5	 74.2 
4267	0	7	6.6	 62.9 
4268	0	7	6.7	 60.9 
4269	0	7	6.8	 56.0 
4270	0	7	6.9	 35.1 
4271	0	7	7.0	 40.4 
4272	0	7	7.1	 53.1 
4273	0	7	7.2	 92.1 
4274	0	7	7.3	 69.1 
4275	0	7	7.4	 50.1 
4276	0	7	7.5	 51.3 
4277	0	7	7.6	 31.4 
4278	0	7	7.7	 28.9 
4279	0	7	7.8	 31.9 
4280	0	7	7.9	 50.2 
4281	0	7	8.0	 64.3 
4282	0	7	8.1	 61.8 
4283	0	7	8.2	 73.7 
4284	0	7	8.3	 60.4 
4285	0	7	8.4	 77.4 
4286	0	7	8.5	 68.3 
4287	0	7	8.6	 78.9 
4288	0	7	8.7	 82.7 
4289	0	7	8.8	 78.7 
4290	0	7	8.9	 74.8 
4291	0	7	9.0	 74.0 
4292	0	7	9.1	 75.9 
4293	0	7	9.2	 87.0 
4294	0	7	9.3	114.2 
4295	0	7	9.4	 94.3 
4296	0	7	9.5	 89.6 
4297	0	7	9.6	 81.4 
4298	0	7	9.7	 78.3 
4299	0	7	9.8	 61.9 
4300	0	7	9.9	 69.4 
4301	0	7	10.0	100.1 
4302	0	7	10.1	114.0 
4303	0	7	10.2	100.1 
4304	0	7	10.3	 96.1 
4305	0	7	10.4	104.2 
4306	0	7	10.5	 81.4 
4307	0	7	10.6	 97.1 
4308	0	7	10.7	111.7 
4309	0	7	10.8	108.5 
4310	0	7	10.9	100.7 
4311	0	7	11.0	 95.7 
4312	0	7	11.1	 87.4 
4313	0	7	11.2	 87.1 
4314	0	7	11.3	116.1 
4315	0	7	11.4	126.5 
4316	0	7	11.5	106.6 
4317	0	7	11.6	100.9 
4318	0	7	11.7	100.8 
4319	0	7	11.8	 77.2 
4320	0	7	11.9	 53.4 
4321	0	7	12.0	 78.8 
4322	0	7	12.1	 86.8 
4323	0	7	12.2	 80.1 
4324	0	7	12.3	 64.7 
4325	0	7	12.4	 64.3 
4326	0	7	12.5	 61.3 
4327	0	7	12.6	 53.4 
4328	0	7	12.7	 59.9 
4329	0	7	12.8	 99.8 
4330	0	7	12.9	 91.3 
4331	0	7	13.0	 79.8 
4332	0	7	13.1	 71.5 
4333	0	7	13.2	102.0 
4334	0	7	13.3	104.4 
4335	0	7	13.4	 94.9 
4336	0	7	13.5	 82.8 
4337	0	7	13.6	131.8 
4338	0	7	13.7	109.5 
4339	0	7	13.8	 70.0 
4340	0	7	13.9	 34.8 
4341	0	7	14.0	 34.1 
4342	0	7	14.1	 51.1 
4343	0	7	14.2	 71.8 
4344	0	7	14.3	 62.9 
4345	0	7	14.4	 54.9 
4346	0	7	14.5	 42.0 
4347	0	7	14.6	 51.3 
4348	0	7	14.7	 56.6 
4349	0	7	14.8	 47.3 
4350	0	7	14.9	 63.4 
4351	0	7	15.0	 45.7 
4352	0	7	15.1	 67.0 
4353	0	7	15.2	 77.2 
4354	0	7	15.3	 59.6 
4355	0	7	15.4	 68.7 
4356	0	7	15.5	 54.9 
4357	0	7	15.6	 65.4 
4358	0	7	15.7	 56.0 
4359	0	7	15.8	 65.7 
4360	0	7	15.9	110.6 
4361	0	7	16.0	125.4 
4362	0	7	16.1	109.0 
4363	0	7	16.2	114.5 
4364	0	7	16.3	117.2 
4365	0	7	16.4	 93.7 
4366	0	7	16.5	 96.2 
4367	0	7	16.6	106.3 
4368	0	7	16.7	163.0 
4369	0	7	16.8	164.3 
4370	0	7	16.9	173.4 
4371	0	7	17.0	189.2 
4372	0	7	17.1	162.7 
4373	0	7	17.2	150.2 
4374	0	7	17.3	130.9 
4375	0	7	17.4	153.3 
4376	0	7	17.5	197.5 
4377	0	7	17.6	201.8 
4378	0	7	17.7	206.1 
4379	0	7	17.8	187.6 
4380	0	7	17.9	192.6 
4381	0	7	18.0	194.8 
4382	0	7	18.1	180.7 
4383	0	7	18.2	206.0 
4384	0	7	18.3	241.3 
4385	0	7	18.4	233.8 
4386	0	7	18.5	234.6 
4387	0	7	18.6	199.9 
4388	0	7	18.7	181.2 
4389	0	7	18.8	188.3 
4390	0	7	18.9	216.2 
4391	0	7	19.0	231.5 
4392	0	7	19.1	238.5 
4393	0	7	19.2	237.5 
4394	0	7	19.3	232.0 
4395	0	7	19.4	220.8 
4396	0	7	19.5	208.7 
4397	0	7	19.6	228.4 
4398	0	7	19.7	250.4 
4399	0	7	19.8	248.3 
4400	0	7	19.9	241.5 
4401	0	7	20.0	232.7 
4402	0	7	20.1	227.2 
4403	0	7	20.2	230.4 
4404	0	7	20.3	253.0 
4405	0	7	20.4	275.5 
4406	0	7	20.5	275.2 
4407	0	7	20.6	282.5 
4408	0	7	20.7	265.3 
4409	0	7	20.8	250.8 
4410	0	7	20.9	259.3 
4411	0	7	21.0	274.7 
4412	0	7	21.1	289.6 
4413	0	7	21.2	290.2 
4414	0	7	21.3	262.8 
4415	0	7	21.4	250.9 
4416	0	7	21.5	229.0 
4417	0	7	21.6	250.4 
4418	0	7	21.7	268.5 
4419	0	7	21.8	254.4 
4420	0	7	21.9	254.2 
4421	0	7	22.0	266.4 
4422	0	7	22.1	269.2 
4423	0	7	22.2	250.0 
4424	0	7	22.3	258.6 
4425	0	7	22.4	254.4 
4426	0	7	22.5	259.8 
4427	0	7	22.6	255.6 
4428	0	7	22.7	268.2 
4429	0	7	22.8	243.4 
4430	0	7	22.9	231.0 
4431	0	7	23.0	243.6 
4432	0	7	23.1	244.1 
4433	0	7	23.2	256.3 
4434	0	7	23.3	240.3 
4435	0	7	23.4	226.1 
4436	0	7	23.5	215.5 
4437	0	7	23.6	211.9 
4438	0	7	23.7	235.8 
4439	0	7	23.8	230.7 
4440	0	7	23.9	213.0 
4441	0	7	24.0	200.3 
4442	0	7	24.1	207.6 
4443	0	7	24.2	215.1 
4444	0	7	24.3	223.3 
4445	0	7	24.4	217.0 
4446	0	7	24.5	211.0 
4447	0	7	24.6	205.4 
4448	0	7	24.7	190.4 
4449	0	7	24.8	174.2 
4450	0	7	24.9	170.1 
4451	0	7	25.0	195.4 
4452	0	7	25.1	187.9 
4453	0	7	25.2	206.4 
4454	0	7	25.3	166.0 
4455	0	7	25.4	143.8 
4456	0	7	25.5	158.3 
4457	0	7	25.6	138.3 
4458	0	7	25.7	163.2 
4459	0	7	25.8	157.1 
4460	0	7	25.9	152.5 
4461	0	7	26.0	131.7 
4462	0	7	26.1	135.4 
4463	0	7	26.2	114.3 
4464	0	7	26.3	130.5 
4465	0	7	26.4	122.0 
4466	0	7	26.5	138.8 
4467	0	7	26.6	138.4 
4468	0	7	26.7	128.8 
4469	0	7	26.8	111.6 
4470	0	7	26.9	 99.7 
4471	0	7	27.0	113.7 
4472	0	7	27.1	130.3 
4473	0	7	27.2	143.7 
4474	0	7	27.3	164.8 
4475	0	7	27.4	140.2 
4476	0	7	27.5	126.1 
4477	0	7	27.6	 95.7 
4478	0	7	27.7	 87.7 
4479	0	7	27.8	 72.7 
4480	0	7	27.9	 61.1 
4481	0	7	28.0	 71.2 
4482	0	7	28.1	110.0 
4483	0	7	28.2	113.3 
4484	0	7	28.3	 90.7 
4485	0	7	28.4	 80.3 
4486	0	7	28.5	 77.3 
4487	0	7	28.6	 60.7 
4488	0	7	28.7	 45.8 
4489	0	7	28.8	 41.9 
4490	0	7	28.9	 59.1 
4491	0	7	29.0	 71.0 
4492	0	7	29.1	 63.1 
4493	0	7	29.2	 70.8 
4494	0	7	29.3	 50.0 
4495	0	7	29.4	 50.4 
4496	0	7	29.5	 45.6 
4497	0	7	29.6	 45.8 
4498	0	7	29.7	 55.0 
4499	0	7	29.8	 57.8 
4500	0	7	29.9	 49.9 
4501	0	7	30.0	 43.8 
4502	0	7	30.1	 32.8 
4503	0	7	30.2	 40.3 
4504	0	7	30.3	 47.6 
4505	0	7	30.4	 31.8 
4506	0	7	30.5	 62.9 
4507	0	7	30.6	 58.7 
4508	0	7	30.7	 61.9 
4509	0	7	30.8	 67.1 
4510	0	7	30.9	 59.7 
4511	0	7	31.0	 49.9 
4512	0	7	31.1	 42.8 
4513	0	7	31.2	 46.8 
4514	0	7	31.3	 72.0 
4515	0	7	31.4	 59.8 
4516	0	7	31.5	 39.4 
4517	0	7	31.6	 55.4 
4518	0	7	31.7	 47.3 
4519	0	7	31.8	 42.7 
4520	0	7	31.9	 67.3 
4521	0	7	32.0	 80.2 
4522	0	7	32.1	 78.9 
4523	0	7	32.2	 82.9 
4524	0	7	32.3	 92.2 
4525	0	7	32.4	 94.6 
4526	0	7	32.5	 93.0 
4527	0	7	32.6	100.2 
4528	0	7	32.7	106.0 
4529	0	7	32.8	 95.5 
4530	0	7	32.9	 90.1 
4531	0	7	33.0	104.8 
4532	0	7	33.1	109.8 
4533	0	7	33.2	101.6 
4534	0	7	33.3	110.5 
4535	0	7	33.4	117.1 
4536	0	7	33.5	120.8 
4537	0	7	33.6	106.5 
4538	0	7	33.7	103.2 
4539	0	7	33.8	107.6 
4540	0	7	33.9	 99.6 
4541	0	7	34.0	105.8 
4542	0	7	34.1	 96.2 
4543	0	7	34.2	101.9 
4544	0	7	34.3	 96.9 
4545	0	7	34.4	 98.8 
4546	0	7	34.5	111.3 
4547	0	7	34.6	114.5 
4548	0	7	34.7	136.1 
4549	0	7	34.8	 95.0 
4550	0	7	34.9	 88.0 
4551	0	7	35.0	 64.9 
4552	0	7	35.1	 62.2 
4553	0	7	35.2	 61.0 
4554	0	7	35.3	 98.4 
4555	0	7	35.4	 94.1 
4556	0	7	35.5	 81.3 
4557	0	7	35.6	 68.7 
4558	0	7	35.7	 66.6 
4559	0	7	35.8	 66.9 
4560	0	7	35.9	 49.3 
4561	0	7	36.0	 62.5 
4562	0	7	36.1	 64.3 
4563	0	7	36.2	 53.9 
4564	0	7	36.3	 33.9 
4565	0	7	36.4	 20.5 
4566	0	7	36.5	 21.0 
4567	0	7	36.6	 50.3 
4568	0	7	36.7	 91.5 
4569	0	7	36.8	 89.5 
4570	0	7	36.9	 82.2 
4571	0	7	37.0	 65.1 
4572	0	7	37.1	 77.7 
4573	0	7	37.2	 74.1 
4574	0	7	37.3	 74.4 
4575	0	7	37.4	118.8 
4576	0	7	37.5	115.6 
4577	0	7	37.6	111.2 
4578	0	7	37.7	100.5 
4579	0	7	37.8	101.3 
4580	0	7	37.9	 77.5 
4581	0	7	38.0	 83.2 
4582	0	7	38.1	107.9 
4583	0	7	38.2	 94.3 
4584	0	7	38.3	 92.8 
4585	0	7	38.4	 63.3 
4586	0	7	38.5	 55.4 
4587	0	7	38.6	 61.3 
4588	0	7	38.7	 40.7 
4589	0	7	38.8	 59.7 
4590	0	7	38.9	 60.5 
4591	0	7	39.0	 57.5 
4592	0	7	39.1	 44.0 
4593	0	7	39.2	 47.8 
4594	0	7	39.3	 45.3 
4595	0	7	39.4	 53.2 
4596	0	7	39.5	 46.2 
4597	0	7	39.6	 75.7 
4598	0	7	39.7	 62.7 
4599	0	7	39.8	 60.4 
4600	0	7	39.9	 70.6 
4601	0	7	40.0	 85.8 
4602	0	7	40.1	 52.5 
4603	0	7	40.2	 35.8 
4604	0	7	40.3	 64.1 
4605	0	7	40.4	 91.6 
4606	0	7	40.5	 56.6 
4607	0	7	40.6	 42.9 
4608	0	7	40.7	 31.1 
4609	0	7	40.8	 25.8 
4610	0	7	40.9	 20.4 
4611	0	7	41.0	 38.1 
4612	0	7	41.1	 83.1 
4613	0	7	41.2	 94.7 
4614	0	7	41.3	 87.7 
4615	0	7	41.4	100.2 
4616	0	7	41.5	 85.1 
4617	0	7	41.6	 97.4 
4618	0	7	41.7	 82.1 
4619	0	7	41.8	136.0 
4620	0	7	41.9	147.1 
4621	0	7	42.0	125.8 
4622	0	7	42.1	117.8 
4623	0	7	42.2	142.6 
4624	0	7	42.3	144.1 
4625	0	7	42.4	147.4 
4626	0	7	42.5	168.8 
4627	0	7	42.6	211.9 
4628	0	7	42.7	181.5 
4629	0	7	42.8	174.4 
4630	0	7	42.9	171.5 
4631	0	7	43.0	164.1 
4632	0	7	43.1	165.6 
4633	0	7	43.2	217.3 
4634	0	7	43.3	237.1 
4635	0	7	43.4	223.5 
4636	0	7	43.5	214.0 
4637	0	7	43.6	211.2 
4638	0	7	43.7	202.2 
4639	0	7	43.8	190.5 
4640	0	7	43.9	234.7 
4641	0	7	44.0	262.9 
4642	0	7	44.1	248.8 
4643	0	7	44.2	252.6 
4644	0	7	44.3	237.6 
4645	0	7	44.4	244.3 
4646	0	7	44.5	270.6 
4647	0	7	44.6	294.9 
4648	0	7	44.7	283.3 
4649	0	7	44.8	295.0 
4650	0	7	44.9	266.1 
4651	0	7	45.0	265.2 
4652	0	7	45.1	256.2 
4653	0	7	45.2	289.1 
4654	0	7	45.3	299.6 
4655	0	7	45.4	299.1 
4656	0	7	45.5	284.9 
4657	0	7	45.6	273.3 
4658	0	7	45.7	279.2 
4659	0	7	45.8	257.1 
4660	0	7	45.9	280.0 
4661	0	7	46.0	299.4 
4662	0	7	46.1	279.1 
4663	0	7	46.2	275.2 
4664	0	7	46.3	259.6 
4665	0	7	46.4	251.0 
4666	0	7	46.5	260.3 
4667	0	7	46.6	267.6 
4668	0	7	46.7	257.9 
4669	0	7	46.8	264.6 
4670	0	7	46.9	258.5 
4671	0	7	47.0	240.7 
4672	0	7	47.1	237.3 
4673	0	7	47.2	268.2 
4674	0	7	47.3	248.6 
4675	0	7	47.4	252.6 
4676	0	7	47.5	238.2 
4677	0	7	47.6	247.4 
4678	0	7	47.7	250.2 
4679	0	7	47.8	241.2 
4680	0	7	47.9	252.8 
4681	0	7	48.0	267.0 
4682	0	7	48.1	263.5 
4683	0	7	48.2	267.7 
4684	0	7	48.3	221.2 
4685	0	7	48.4	203.1 
4686	0	7	48.5	214.6 
4687	0	7	48.6	243.2 
4688	0	7	48.7	250.5 
4689	0	7	48.8	247.4 
4690	0	7	48.9	210.7 
4691	0	7	49.0	209.3 
4692	0	7	49.1	192.3 
4693	0	7	49.2	193.6 
4694	0	7	49.3	206.5 
4695	0	7	49.4	220.4 
4696	0	7	49.5	218.0 
4697	0	7	49.6	212.1 
4698	0	7	49.7	211.7 
4699	0	7	49.8	204.7 
4700	0	7	49.9	196.4 
4701	0	7	50.0	175.6 
4702	0	7	50.1	200.4 
4703	0	7	50.2	197.7 
4704	0	7	50.3	194.8 
4705	0	7	50.4	209.2 
4706	0	7	50.5	187.3 
4707	0	7	50.6	164.5 
4708	0	7	50.7	168.9 
4709	0	7	50.8	174.9 
4710	0	7	50.9	179.8 
4711	0	7	51.0	193.2 
4712	0	7	51.1	177.5 
4713	0	7	51.2	164.1 
4714	0	7	51.3	177.8 
4715	0	7	51.4	154.4 
4716	0	7	51.5	138.6 
4717	0	7	51.6	134.9 
4718	0	7	51.7	153.3 
4719	0	7	51.8	175.0 
4720	0	7	51.9	159.0 
4721	0	7	52.0	162.8 
4722	0	7	52.1	157.8 
4723	0	7	52.2	145.7 
4724	0	7	52.3	112.5 
4725	0	7	52.4	102.5 
4726	0	7	52.5	138.3 
4727	0	7	52.6	139.1 
4728	0	7	52.7	137.7 
4729	0	7	52.8	128.6 
4730	0	7	52.9	120.8 
4731	0	7	53.0	114.7 
4732	0	7	53.1	104.4 
4733	0	7	53.2	 82.0 
4734	0	7	53.3	115.5 
4735	0	7	53.4	120.6 
4736	0	7	53.5	 90.8 
4737	0	7	53.6	 96.6 
4738	0	7	53.7	 90.9 
4739	0	7	53.8	 95.4 
4740	0	7	53.9	 84.8 
4741	0	7	54.0	 90.2 
4742	0	7	54.1	109.2 
4743	0	7	54.2	 98.4 
4744	0	7	54.3	 77.5 
4745	0	7	54.4	 59.6 
4746	0	7	54.5	 48.2 
4747	0	7	54.6	 62.0 
4748	0	7	54.7	 72.1 
4749	0	7	54.8	 97.3 
4750	0	7	54.9	 92.9 
4751	0	7	55.0	105.3 
4752	0	7	55.1	101.8 
4753	0	7	55.2	 95.1 
4754	0	7	55.3	 74.9 
4755	0	7	55.4	 85.9 
4756	0	7	55.5	109.8 
4757	0	7	55.6	 89.1 
4758	0	7	55.7	 76.7 
4759	0	7	55.8	 80.8 
4760	0	7	55.9	 95.7 
4761	0	7	56.0	 94.6 
4762	0	7	56.1	 94.7 
4763	0	7	56.2	127.7 
4764	0	7	56.3	110.1 
4765	0	7	56.4	107.9 
4766	0	7	56.5	110.0 
4767	0	7	56.6	101.2 
4768	0	7	56.7	 99.5 
4769	0	7	56.8	 98.2 
4770	0	7	56.9	101.2 
4771	0	7	57.0	111.2 
4772	0	7	57.1	116.8 
4773	0	7	57.2	101.7 
4774	0	7	57.3	 82.5 
4775	0	7	57.4	 64.4 
4776	0	7	57.5	 83.4 
4777	0	7	57.6	 92.8 
4778	0	7	57.7	 95.8 
4779	0	7	57.8	 98.2 
4780	0	7	57.9	102.2 
4781	0	7	58.0	111.8 
4782	0	7	58.1	107.5 
4783	0	7	58.2	 98.8 
4784	0	7	58.3	103.8 
4785	0	7	58.4	 96.0 
4786	0	7	58.5	 85.5 
4787	0	7	58.6	 89.3 
4788	0	7	58.7	 85.0 
4789	0	7	58.8	114.4 
4790	0	7	58.9	 96.2 
4791	0	7	59.0	119.9 
4792	0	7	59.1	117.3 
4793	0	7	59.2	102.1 
4794	0	7	59.3	 90.9 
4795	0	7	59.4	 57.2 
4796	0	7	59.5	 44.8 
4797	0	7	59.6	 54.7 
4798	0	7	59.7	 60.8 
4799	0	7	59.8	 57.8 
4800	0	7	59.9	 49.6 
4801	0	8	0.0	 46.8 
4802	0	8	0.1	 42.6 
4803	0	8	0.2	 39.8 
4804	0	8	0.3	 49.8 
4805	0	8	0.4	 59.6 
4806	0	8	0.5	 46.3 
4807	0	8	0.6	 42.8 
4808	0	8	0.7	 49.7 
4809	0	8	0.8	 57.8 
4810	0	8	0.9	 39.6 
4811	0	8	1.0	 44.6 
4812	0	8	1.1	 84.4 
4813	0	8	1.2	 95.0 
4814	0	8	1.3	 95.8 
4815	0	8	1.4	 82.1 
4816	0	8	1.5	 82.0 
4817	0	8	1.6	 86.9 
4818	0	8	1.7	 83.6 
4819	0	8	1.8	110.0 
4820	0	8	1.9	115.3 
4821	0	8	2.0	104.4 
4822	0	8	2.1	 95.4 
4823	0	8	2.2	 80.1 
4824	0	8	2.3	 71.5 
4825	0	8	2.4	 52.4 
4826	0	8	2.5	 62.4 
4827	0	8	2.6	141.2 
4828	0	8	2.7	186.5 
4829	0	8	2.8	153.8 
4830	0	8	2.9	144.9 
4831	0	8	3.0	107.4 
4832	0	8	3.1	 76.5 
4833	0	8	3.2	 83.5 
4834	0	8	3.3	 81.0 
4835	0	8	3.4	103.3 
4836	0	8	3.5	 88.5 
4837	0	8	3.6	 86.9 
4838	0	8	3.7	 69.8 
4839	0	8	3.8	 44.5 
4840	0	8	3.9	 32.2 
4841	0	8	4.0	 55.5 
4842	0	8	4.1	 65.6 
4843	0	8	4.2	 83.8 
4844	0	8	4.3	 86.1 
4845	0	8	4.4	 84.9 
4846	0	8	4.5	 71.6 
4847	0	8	4.6	 85.2 
4848	0	8	4.7	 75.5 
4849	0	8	4.8	105.5 
4850	0	8	4.9	124.2 
4851	0	8	5.0	106.4 
4852	0	8	5.1	105.2 
4853	0	8	5.2	 91.1 
4854	0	8	5.3	 85.8 
4855	0	8	5.4	 82.4 
4856	0	8	5.5	 89.6 
4857	0	8	5.6	130.0 
4858	0	8	5.7	136.4 
4859	0	8	5.8	137.8 
4860	0	8	5.9	127.0 
4861	0	8	6.0	133.8 
4862	0	8	6.1	140.8 
4863	0	8	6.2	141.6 
4864	0	8	6.3	173.4 
4865	0	8	6.4	189.3 
4866	0	8	6.5	181.8 
4867	0	8	6.6	193.1 
4868	0	8	6.7	189.0 
4869	0	8	6.8	178.4 
4870	0	8	6.9	196.1 
4871	0	8	7.0	222.3 
4872	0	8	7.1	247.5 
4873	0	8	7.2	252.0 
4874	0	8	7.3	238.6 
4875	0	8	7.4	238.8 
4876	0	8	7.5	227.1 
4877	0	8	7.6	242.5 
4878	0	8	7.7	287.5 
4879	0	8	7.8	285.7 
4880	0	8	7.9	280.4 
4881	0	8	8.0	275.9 
4882	0	8	8.1	271.3 
4883	0	8	8.2	282.0 
4884	0	8	8.3	306.7 
4885	0	8	8.4	312.9 
4886	0	8	8.5	308.0 
4887	0	8	8.6	304.7 
4888	0	8	8.7	332.5 
4889	0	8	8.8	426.7 
4890	0	8	8.9	359.7 
4891	0	8	9.0	323.4 
4892	0	8	9.1	349.0 
4893	0	8	9.2	362.0 
4894	0	8	9.3	352.8 
4895	0	8	9.4	328.1 
4896	0	8	9.5	326.1 
4897	0	8	9.6	325.6 
4898	0	8	9.7	349.8 
4899	0	8	9.8	344.5 
4900	0	8	9.9	337.7 
4901	0	8	10.0	330.1 
4902	0	8	10.1	301.0 
4903	0	8	10.2	301.8 
4904	0	8	10.3	313.4 
4905	0	8	10.4	290.5 
4906	0	8	10.5	272.0 
4907	0	8	10.6	258.9 
4908	0	8	10.7	259.2 
4909	0	8	10.8	242.8 
4910	0	8	10.9	255.1 
4911	0	8	11.0	300.0 
4912	0	8	11.1	283.8 
4913	0	8	11.2	261.6 
4914	0	8	11.3	239.6 
4915	0	8	11.4	246.5 
4916	0	8	11.5	247.7 
4917	0	8	11.6	257.0 
4918	0	8	11.7	261.3 
4919	0	8	11.8	253.2 
4920	0	8	11.9	249.1 
4921	0	8	12.0	237.8 
4922	0	8	12.1	250.9 
4923	0	8	12.2	252.5 
4924	0	8	12.3	250.2 
4925	0	8	12.4	268.0 
4926	0	8	12.5	267.0 
4927	0	8	12.6	271.8 
4928	0	8	12.7	254.7 
4929	0	8	12.8	237.5 
4930	0	8	12.9	223.0 
4931	0	8	13.0	205.2 
4932	0	8	13.1	231.8 
4933	0	8	13.2	201.7 
4934	0	8	13.3	197.1 
4935	0	8	13.4	200.1 
4936	0	8	13.5	205.4 
4937	0	8	13.6	197.6 
4938	0	8	13.7	190.0 
4939	0	8	13.8	198.0 
4940	0	8	13.9	217.5 
4941	0	8	14.0	217.8 
4942	0	8	14.1	221.4 
4943	0	8	14.2	217.4 
4944	0	8	14.3	214.1 
4945	0	8	14.4	233.4 
4946	0	8	14.5	221.5 
4947	0	8	14.6	228.0 
4948	0	8	14.7	244.6 
4949	0	8	14.8	221.0 
4950	0	8	14.9	227.6 
4951	0	8	15.0	221.0 
4952	0	8	15.1	201.5 
4953	0	8	15.2	181.4 
4954	0	8	15.3	171.1 
4955	0	8	15.4	206.9 
4956	0	8	15.5	213.8 
4957	0	8	15.6	204.1 
4958	0	8	15.7	178.4 
4959	0	8	15.8	157.4 
4960	0	8	15.9	138.5 
4961	0	8	16.0	147.6 
4962	0	8	16.1	123.3 
4963	0	8	16.2	132.2 
4964	0	8	16.3	158.5 
4965	0	8	16.4	 92.2 
4966	0	8	16.5	 37.3 
4967	0	8	16.6	 64.7 
4968	0	8	16.7	 97.6 
4969	0	8	16.8	 77.6 
4970	0	8	16.9	 86.7 
4971	0	8	17.0	 67.6 
4972	0	8	17.1	 54.0 
4973	0	8	17.2	 40.6 
4974	0	8	17.3	 54.2 
4975	0	8	17.4	 89.5 
4976	0	8	17.5	 88.5 
4977	0	8	17.6	 65.4 
4978	0	8	17.7	 70.5 
4979	0	8	17.8	 52.3 
4980	0	8	17.9	 61.9 
4981	0	8	18.0	 58.0 
4982	0	8	18.1	 75.9 
4983	0	8	18.2	 94.5 
4984	0	8	18.3	 84.3 
4985	0	8	18.4	 78.1 
4986	0	8	18.5	 95.7 
4987	0	8	18.6	 74.8 
4988	0	8	18.7	 72.6 
4989	0	8	18.8	 82.6 
4990	0	8	18.9	114.4 
4991	0	8	19.0	106.9 
4992	0	8	19.1	107.2 
4993	0	8	19.2	106.4 
4994	0	8	19.3	 85.9 
4995	0	8	19.4	 66.2 
4996	0	8	19.5	 98.4 
4997	0	8	19.6	112.7 
4998	0	8	19.7	117.7 
4999	0	8	19.8	100.5 
5000	0	8	19.9	116.3 
5001	0	8	20.0	 96.5 
5002	0	8	20.1	 74.9 
5003	0	8	20.2	 84.9 
5004	0	8	20.3	120.2 
5005	0	8	20.4	126.8 
5006	0	8	20.5	106.7 
5007	0	8	20.6	112.9 
5008	0	8	20.7	101.4 
5009	0	8	20.8	106.2 
5010	0	8	20.9	107.8 
5011	0	8	21.0	130.5 
5012	0	8	21.1	126.2 
5013	0	8	21.2	119.4 
5014	0	8	21.3	125.3 
5015	0	8	21.4	107.9 
5016	0	8	21.5	110.4 
5017	0	8	21.6	121.3 
5018	0	8	21.7	148.6 
5019	0	8	21.8	140.9 
5020	0	8	21.9	126.8 
5021	0	8	22.0	129.5 
5022	0	8	22.1	144.7 
5023	0	8	22.2	131.3 
5024	0	8	22.3	146.8 
5025	0	8	22.4	154.0 
5026	0	8	22.5	138.2 
5027	0	8	22.6	144.8 
5028	0	8	22.7	144.5 
5029	0	8	22.8	130.8 
5030	0	8	22.9	161.3 
5031	0	8	23.0	175.6 
5032	0	8	23.1	158.5 
5033	0	8	23.2	156.0 
5034	0	8	23.3	142.6 
5035	0	8	23.4	128.3 
5036	0	8	23.5	142.6 
5037	0	8	23.6	162.6 
5038	0	8	23.7	150.0 
5039	0	8	23.8	157.0 
5040	0	8	23.9	167.1 
5041	0	8	24.0	150.5 
5042	0	8	24.1	145.0 
5043	0	8	24.2	160.3 
5044	0	8	24.3	179.8 
5045	0	8	24.4	170.7 
5046	0	8	24.5	167.4 
5047	0	8	24.6	137.8 
5048	0	8	24.7	143.8 
